,0
393,167970.69248229972
394,153157.46300196045
395,207912.4104893503
396,151503.74372011464
397,125851.30428000107
398,120227.35229912492
399,148145.94666612608
400,120746.9027232276
401,329087.2347903096
402,325851.998867246
403,325851.998867246
404,308968.0721641459
405,318646.1786431334
406,241132.39645827378
407,319890.6197218316
408,205999.04561574673
409,223677.2646832711
410,251646.78071916505
411,170182.67027367436
412,216002.80238594167
413,147435.07971579858
414,202794.10914763267
415,199754.87986904845
416,219155.53480287033
417,189532.39716275845
418,125047.99318675326
419,144478.08545080817
420,225683.61175839134
421,225316.48833680857
422,199362.9144306321
423,210005.4410575397
424,248319.5180642375
425,287405.5766766168
426,207340.43381401565
427,282747.69403866824
428,160406.67832609586
429,129466.55778461487
430,140979.13709072917
431,112173.84965499805
432,137240.35554961124
433,110977.37310910942
434,142487.71069747314
435,142514.66365995328
436,134852.59380625442
437,123751.91198939201
438,150959.46131119106
439,151309.3190975732
440,166650.11872454893
441,152558.41220894404
442,246473.1056259908
443,138737.99805384176
444,182599.9905090573
445,156773.44342823903
446,195615.7383467843
447,108370.54513822192
448,133809.64487728575
449,123008.24746334954
450,202303.57631105458
451,331467.81482699636
452,150729.73626984007
453,51479.61324750753
454,284279.70507850114
455,65857.78077970812
456,244355.9173823784
457,145217.4869221202
458,165808.25668109645
459,151790.70097888386
460,389408.54612116
461,311555.91670963925
462,216060.33062909837
463,216090.28357169213
464,207825.4042224715
465,396906.7183060316
466,137740.76769653423
467,170788.1005610395
468,103462.09029329449
469,150032.12579530093
470,136980.92758266733
471,145161.08900819087
472,186842.85420247333
473,184907.58798007434
474,180766.4843493546
475,192293.9874825363
476,175392.4168061677
477,170594.80533280142
478,245224.74777765258
479,192935.00723669134
480,170618.7781071023
481,175604.22866584736
482,206180.52792050742
483,356958.4021165357
484,409331.0207606254
485,166225.76234027225
486,336223.606124707
487,164998.90215091454
488,241927.47011903414
489,181876.37999332353
490,253775.2808855815
491,210349.1284052436
492,166286.8570612455
493,176496.6826092423
494,124424.07041890222
495,269166.5560497759
496,167872.068002178
497,284923.59708024526
498,144711.01614204043
499,109257.14506217456
500,114440.4728894399
501,102552.47193858995
502,107398.00409484727
503,128393.33922350837
504,143834.26107983297
505,147281.7314906139
506,296971.15497349243
507,414595.403414294
508,386043.33013614715
509,447549.2610240069
510,413298.9980363523
511,378680.731866329
512,250217.88247232864
513,304142.9169995397
514,418460.6994867545
515,257894.72465434336
516,337702.91917526873
517,402157.7487608709
518,363194.0223050676
519,189289.89409673147
520,348265.72783314524
521,225223.69048545635
522,202346.21550978723
523,173781.1740601997
524,248866.70973321714
525,232865.31768014515
526,167786.58114339324
527,175956.43803945417
528,182870.67255686354
529,216403.65056340376
530,234112.75418914855
531,221356.90197148582
532,162354.92599208545
533,220723.72697801248
534,186071.27152883075
535,230375.0773002093
536,321017.7737301661
537,340740.2206613622
538,268505.44077459036
539,300117.8232650794
540,259285.29782827417
541,233211.66887512783
542,285085.8882650923
543,296927.7185774142
544,229182.89055991324
545,244081.119806961
546,231210.75136300665
547,229694.50718092042
548,185670.16783660965
549,177951.59356816407
550,160227.132640418
551,179242.2058481249
552,185485.95962745647
553,184889.2596454577
554,192868.76184008617
555,192884.2165259159
556,192723.8771679106
557,120869.17829749601
558,133780.06121197858
559,96438.41851632479
560,119463.12624553459
561,186766.98357420537
562,139975.27041033085
563,228025.68265257898
564,349327.0369100945
565,172983.15215871923
566,148293.23992298942
567,141988.31042705223
568,161572.29654859897
569,262977.8961099291
570,241016.55308066253
571,326576.31066288316
572,262260.99054651556
573,171446.44353257967
574,203938.38532028877
575,185792.76013209016
576,205708.9567014449
577,303637.2782764862
578,222470.6177512832
579,348047.00832682074
580,316768.6555148548
581,206146.8098152641
582,165869.4620282024
583,162063.82799044147
584,197712.1205166963
585,135810.59693165025
586,150738.61321949336
587,135952.7266279194
588,140796.8500361142
589,166893.38145191866
590,105964.33088342239
591,133646.51603300113
592,161165.32084822023
593,89566.1823443583
594,170746.73231928347
595,133201.90740210228
596,126598.96169141972
597,227544.04214369034
598,151928.55352034117
599,166089.70995503306
600,178565.318000777
601,133291.20560293744
602,104253.77374528379
603,148453.6694809871
604,119934.23008148234
605,171229.2274915273
606,136249.1829293251
607,125386.71601040637
608,83515.13593914651
609,107152.65739056154
610,106798.7512432191
611,102307.12592185992
612,140570.13199508635
613,176336.41460320487
614,157755.24485877182
615,117280.1925703624
616,144689.35707721088
617,136361.89680142986
618,141568.09040244593
619,115958.15281553105
620,132978.903525438
621,135704.00377654762
622,141023.61937730742
623,106900.06578233937
624,137210.56262100328
625,155313.96526885466
626,124261.82787606632
627,116035.10855682935
628,98819.02749752859
629,133462.73059298832
630,112717.75592630218
631,118345.72156506321
632,137520.72651039634
633,138017.82313652887
634,160935.43721442457
635,80546.61395491836
636,97938.50238554626
637,155759.66937781067
638,58790.08085002965
639,75044.17407739529
640,104566.22634720195
641,124274.65018688307
642,99934.9095324613
643,139186.52813481324
644,128115.61405211371
645,59816.02064681011
646,234672.53744919482
647,108339.5728184985
648,116785.94577961219
649,134271.86895282607
650,123595.04601117734
651,155223.30751167575
652,133567.9192051097
653,125085.22143420328
654,164235.03808516866
655,122028.14856986431
656,152031.501331139
657,142899.09348343028
658,109816.48698817921
659,136255.95652240177
660,113363.26634329358
661,102696.40112340587
662,94150.13957376474
663,185541.65945882213
664,132295.7597439321
665,160722.95691325454
666,148806.67651215813
667,127028.86494081908
668,112534.97087227336
669,146523.9008167911
670,153454.81422032896
671,114487.78123365737
672,127764.90782666224
673,116879.89177926387
674,89246.71679463185
675,94654.34751523827
676,113264.68857862447
677,133893.24175704017
678,154208.1102712675
679,150652.4179201076
680,150536.54019772785
681,127459.91929629544
682,151329.1222117358
683,110557.63213357195
684,130176.79473716537
685,147578.46321070482
686,170174.43690099896
687,130462.06889925586
688,156305.56842962204
689,206212.17814857047
690,141356.45865311005
691,177415.85856680456
692,157552.3607803488
693,103792.6650788123
694,150012.2283900134
695,244815.01265239128
696,221954.82283743483
697,239212.25760283667
698,218109.18197816567
699,162221.22880915052
700,245180.67668274508
701,381638.47832482774
702,329253.4091433667
703,255937.4740639326
704,181358.18629171565
705,146721.05069708647
706,226714.97677856818
707,206943.19102196256
708,196009.82047299098
709,210819.5277400054
710,158689.49844710316
711,134988.03786582724
712,156599.15041093103
713,241843.81885206775
714,314257.7998855402
715,312562.05199218955
716,243439.83421547152
717,208223.435137719
718,144436.83086149546
719,231274.06038314325
720,185792.56110166057
721,217402.03256876004
722,187524.56038620998
723,134323.33188887045
724,124189.15848300244
725,144874.00205057045
726,170135.75366685056
727,161302.77830518517
728,234475.4264666841
729,87644.82950024019
730,73318.09946652243
731,108646.99905504346
732,101383.97646578823
733,98817.0103730974
734,113607.79382530545
735,100623.55839692947
736,138892.09233815354
737,164084.7274764689
738,167656.45247076373
739,151283.73883854056
740,142932.4062452358
741,196132.1164470992
742,185785.06885785644
743,209242.2377812415
744,131568.22289645337
745,154137.3690583907
746,230906.70087245354
747,254711.25457137232
748,212877.23027662892
749,121531.02679359213
750,113863.89269364062
751,125656.76498836218
752,96938.7043815445
753,141736.3600194764
754,109238.44664579279
755,152556.71792739158
756,79997.23417536372
757,90363.99309786192
758,59124.145802546416
759,90501.97791068624
760,284270.7446797781
761,241085.14316283108
762,283704.6138346713
763,212954.87326530588
764,133832.3325429676
765,194489.16889747846
766,192110.64787645437
767,256197.92591993598
768,253955.7391681395
769,161409.6717815722
770,210295.34820263484
771,187010.90905709506
772,172582.40321516673
773,247986.8145028882
774,226126.78749498865
775,288236.45835397986
776,350344.58436399326
777,206034.58520045035
778,127138.66896482554
779,169180.2861563775
780,180534.34390497333
781,134027.09912880012
782,118570.86890022941
783,101507.82529817485
784,103565.21220379611
785,156661.4329817603
786,111876.770807598
787,122877.56991797344
788,126955.63357555962
789,132696.64805116015
790,131194.26240924513
791,165753.77175177963
792,155429.58398882416
793,191528.31821929113
794,184764.66741262414
795,186786.72246605778
796,217593.29144751915
797,178673.21015181066
798,179155.8440132629
799,126598.66967366342
800,186474.1805776354
801,222694.67502280747
802,373201.4882770872
803,435314.68496633234
804,156374.11208097573
805,315851.36160206376
806,372773.06194338255
807,390230.43053811707
808,147721.24311895418
809,170640.0458736409
810,207136.40798605845
811,184690.42170496468
812,171757.29177911676
813,184871.28353214904
814,150810.38911407316
815,182907.2973523012
816,181972.2855311266
817,149054.20651589436
818,144301.89747553883
819,118368.79832917113
820,170310.2616578145
821,189473.18090173442
822,100012.20666494216
823,128767.02049536609
824,149154.14511951702
825,121168.66063614892
826,343822.30830767105
827,292080.1597679618
828,418042.342253194
829,479538.8736305391
830,343791.48918704723
831,424644.33997379936
832,491031.90699118277
833,415965.2109542751
834,476970.24631659966
835,275774.0238764491
836,318563.8899363056
837,331754.3847693927
838,398865.0636622748
839,350584.1224175646
840,272992.4919056934
841,249439.74850752312
842,244745.8494395826
843,254011.66697065727
844,195003.38755252908
845,189226.37512715076
846,196382.8345498367
847,223392.24215958777
848,278728.5623161375
849,228261.53321476153
850,207090.06423998886
851,181599.75589541974
852,174629.85799575908
853,178273.8697792139
854,179683.8529490951
855,190697.8336190076
856,198691.7042361861
857,173401.09903949458
858,172410.1056233604
859,174878.62716899018
860,255813.62978451236
861,153713.49099447776
862,184021.61388380209
863,158849.02363937252
864,210791.30481708402
865,168096.6122107094
866,216150.09144369428
867,220235.49254125406
868,186195.89985156298
869,175780.65339226357
870,387799.86987401056
871,391864.981487478
872,313105.5243234507
873,249798.135931719
874,254530.70763995557
875,341615.7344100984
876,207366.9587900837
877,293840.68994362786
878,205904.7445408165
879,417665.5560972778
880,235507.5447922609
881,240016.10641521684
882,235254.58313785432
883,219776.48631012876
884,239058.38505355554
885,223948.917101871
886,205293.8854824345
887,245855.13136753457
888,165205.77855811024
889,317242.60260087583
890,244764.1163609181
891,247762.10693611277
892,215407.11112396166
893,151113.9114298118
894,168518.1885458692
895,157471.538968698
896,209370.13455265987
897,195723.8048669773
898,136730.15477245746
899,119798.1154580828
900,132843.05889282795
901,260559.89486681423
902,137845.77015279792
903,151314.27733021296
904,218354.57221417845
905,202760.20023847852
906,237938.82622105101
907,234259.9222644992
908,228151.05893550895
909,159513.20443762722
910,164699.09540180632
911,202798.70720194915
912,274246.46114265034
913,319891.66880367487
914,259030.08846430315
915,285391.755759159
916,359285.4103457043
917,137265.44601608417
918,203580.7671262723
919,134874.22042722025
920,149905.50363479392
921,188298.38103236377
922,202306.7773231705
923,232576.01030833356
924,162421.18343603506
925,139737.3234717296
926,147808.84468487592
927,93945.843338371
928,134092.7358544447
929,148072.66088948568
930,143947.46119901448
931,118793.54957356324
932,170948.39148949258
933,151668.4212618381
934,210946.33004343027
935,152502.04297706453
936,193470.83425386134
937,127005.33894047611
938,72396.63042441479
939,63316.381406786444
940,95906.18501569086
941,139302.45960442896
942,136977.0533374736
943,154894.75326145114
944,172854.3048523314
945,146720.31949454173
946,133192.7951344608
947,141065.32126216174
948,131998.9270805343
949,171360.48802384813
950,118683.38009064343
951,165593.65417306722
952,128329.89411982975
953,149106.88366120198
954,137819.02301374753
955,134250.06511349697
956,123756.5080895973
957,124679.49926725075
958,140733.0490500725
959,130679.97621848038
960,150466.31282843917
961,114207.42780914827
962,120588.59345497655
963,144596.113741893
964,165902.0555232824
965,139431.95109505136
966,135384.9431008418
967,179773.31596895828
968,111941.78965590658
969,138948.4766536796
970,127358.51315516655
971,153156.36598429477
972,155314.91651736473
973,136677.24551539024
974,150254.20112606577
975,102404.03580039849
976,112572.3122450104
977,139401.1549346992
978,102005.97832338243
979,127928.87889082327
980,98955.90684074066
981,108254.7675053337
982,142584.26141712366
983,115584.34242749697
984,78760.12725993314
985,123687.47229907043
986,192691.22779583948
987,125247.93600989359
988,104816.29962773983
989,142363.72160403585
990,133473.75945934243
991,199713.34088283966
992,82757.64876515957
993,125538.6553155848
994,119597.58907311581
995,128690.27497042876
996,141413.3862005958
997,127610.52463257816
998,117796.54900117351
999,139323.55787665662
1000,125633.37243098539
1001,144812.55130842034
1002,143512.43371227983
1003,190996.87247754924
1004,136748.2465139795
1005,114603.81976603193
1006,142299.50488312548
1007,80212.95388994724
1008,85343.29755706186
1009,169286.6607555911
1010,221178.91657909023
1011,153618.18516928973
1012,111089.48593746242
1013,74145.81764936152
1014,227537.45435638397
1015,131632.01651256546
1016,129652.58173833121
1017,170541.02740415485
1018,112707.28529486949
1019,135824.12426824562
1020,125216.33653025595
1021,106559.78982677705
1022,119862.19557494765
1023,131299.3810380806
1024,117171.49654308017
1025,164892.1164384622
1026,204169.91882020968
1027,164885.66630210652
1028,159893.1699278346
1029,158734.8019427158
1030,89917.78609240714
1031,185007.95655094672
1032,148645.64755786632
1033,157744.8033583335
1034,90577.29375539038
1035,264461.60682937194
1036,159967.5987974134
1037,118966.74717018876
1038,92838.48518100337
1039,121425.20155946405
1040,151510.695907545
1041,145641.88673847113
1042,90909.3359572616
1043,165020.38836354992
1044,226406.68503807546
1045,258611.0226805372
1046,289420.4166897893
1047,255651.52828900845
1048,216218.6521651883
1049,226395.99000922538
1050,178628.59181106667
1051,199894.9217361984
1052,187238.53635311744
1053,239394.06397058186
1054,157874.46232045424
1055,173808.28948013613
1056,143766.65997117115
1057,155148.99264168224
1058,227700.64583048483
1059,212693.20728376476
1060,192854.01871056113
1061,227352.66952872713
1062,115183.64593035403
1063,153025.0821533019
1064,139953.21031045145
1065,141782.4738350818
1066,117931.39625619868
1067,125337.04112299575
1068,135463.6215820503
1069,124018.85312730519
1070,237778.5032151538
1071,234915.26365154938
1072,195639.06495029217
1073,227654.08951376544
1074,319080.9094562129
1075,238594.48213482526
1076,222626.64435064574
1077,162291.94421266456
1078,192927.94540550682
1079,166078.4455624487
1080,178832.7598839039
1081,171111.18332482854
1082,138631.82599273842
1083,127034.34329189554
1084,142020.98955879314
1085,139505.7359091661
1086,141109.39441678216
1087,149241.3111055049
1088,168831.62704712566
1089,269146.24584188074
1090,148609.56954579067
1091,126596.1412303343
1092,82813.67201339237
1093,109641.14376675921
1094,125668.83990305621
1095,99900.73517593066
1096,117564.14135495883
1097,134669.27001198116
1098,138541.8285234875
1099,144863.19784760283
1100,160177.32962119166
1101,134602.91103523874
1102,162030.7663305374
1103,183033.18638081275
1104,146124.37598414102
1105,199044.24908075616
1106,121964.77988891986
1107,193481.33578214617
1108,198610.0963662994
1109,115552.84298781704
1110,186044.21089903062
1111,186602.33190038727
1112,214166.45881568757
1113,258616.4195380705
1114,143187.09867038557
1115,114435.7739956796
1116,157268.9780017151
1117,88853.98935789315
1118,66215.92171765081
1119,144610.12789193474
1120,115418.1805056072
1121,141721.08129986943
1122,284221.8296149057
1123,163554.78448149102
1124,187903.31747202165
1125,215825.8024205881
1126,193815.75139098903
1127,142700.1835755554
1128,153002.0196451485
1129,223324.5600359426
1130,201291.07472239045
1131,233200.10990470467
1132,257853.50646935526
1133,163102.69600871758
1134,211322.79322184235
1135,300596.5837033355
1136,187787.14288019374
1137,292682.37788747397
1138,303098.8845639666
1139,144365.53075449748
1140,142830.78089636067
1141,80676.8458966847
1142,96467.2714304382
1143,86830.6731291112
1144,88032.91765907947
1145,144803.9160095278
1146,178231.33200204294
1147,192743.57230747878
1148,164206.5598474208
1149,109465.57000868257
1150,130231.32391932377
1151,154202.34111918253
1152,126225.51424823169
1153,124777.78020554455
1154,165544.58442139695
1155,143403.6836806497
1156,177700.56783243516
1157,147057.54263624325
1158,196208.7753676677
1159,189279.13189753125
1160,181669.85807809286
1161,182150.5629596097
1162,251406.8210545737
1163,299168.14466410654
1164,337287.3317822116
1165,179610.82556792194
1166,177807.40967600406
1167,507828.8664125111
1168,633335.6952128547
1169,393335.52300767926
1170,454612.4975644416
1171,449962.5861770024
1172,335190.37695966655
1173,403842.72882307007
1174,156242.06742543832
1175,182954.60514318963
1176,188910.68301607054
1177,258450.12277822543
1178,208814.56144923627
1179,156601.17170042614
1180,115279.31940129824
1181,188482.7710818167
1182,106630.66603124706
1183,127042.53090673914
1184,102395.5444590775
1185,95933.01065049425
1186,103101.38535924509
1187,146656.61460522958
1188,148364.88262100195
1189,139119.69183538842
1190,141789.12971579167
1191,426475.71781486605
1192,249184.87578246932
1193,269105.7875657828
1194,382412.02902089054
1195,315518.0788639778
1196,350327.03867012425
1197,304377.9917248178
1198,331490.80747786316
1199,335865.6071638589
1200,362858.54041765997
1201,327143.70587935153
1202,273167.3087487774
1203,267411.17623937107
1204,379462.85262736044
1205,301702.89148793754
1206,161726.64291658922
1207,171299.08978619162
1208,181915.95981365044
1209,283739.3572808385
1210,179171.58029426474
1211,182329.17422905963
1212,248332.63436055236
1213,224959.22072655667
1214,161042.24402780482
1215,186507.43301135648
1216,207033.95213119057
1217,256385.53797058124
1218,268300.70106435724
1219,277920.9966273009
1220,399074.89660753135
1221,347815.9545506801
1222,476931.3658789706
1223,296595.4749401516
1224,336091.9839556634
1225,253288.71432531733
1226,349392.75744207855
1227,227350.26509739604
1228,210495.27850541906
1229,471528.5820695279
1230,186577.4505617844
1231,156398.60855295404
1232,202230.53393558247
1233,148431.65501355607
1234,191890.79940812787
1235,186175.63161675874
1236,183489.32935099912
1237,213672.60259744598
1238,172584.506165977
1239,146678.27344736722
1240,159103.29717557167
1241,122527.71777708965
1242,128448.81184490355
1243,136617.88800290992
1244,115345.63116195901
1245,117612.84305870255
1246,125978.76462298857
1247,133631.28577081749
1248,98334.62008922383
1249,130261.8736320757
1250,301918.64678248356
1251,398679.44215610967
1252,168421.19861619503
1253,153681.43251312466
1254,166285.7609431444
1255,144663.803892985
1256,165160.89857106187
1257,236743.84510790906
1258,135840.23946410225
1259,162002.4742842036
1260,144048.54773990426
1261,157890.17350793324
1262,128863.00114991308
1263,120992.99150771288
1264,138165.59821759854
1265,147037.96754594418
1266,182549.28968185995
1267,169718.34781501483
1268,154602.97725741292
1269,148381.2086784805
1270,112591.76026828348
1271,128448.29702773497
1272,157249.86483883797
1273,136620.19681815125
1274,137028.72304558783
1275,140683.59360872017
1276,122499.6105528438
1277,137711.8164550221
1278,164658.4559596608
1279,152116.54424516732
1280,154396.1391637393
1281,151157.60206545645
1282,163355.41080212893
1283,161539.68024175867
1284,140187.3285822166
1285,140227.9779406585
1286,150732.78218897246
1287,122238.91673917622
1288,126028.2205780953
1289,125793.19895048553
1290,125459.81531680886
1291,206692.39848535063
1292,157210.763360112
1293,178713.47835765986
1294,133674.92338390963
1295,102978.3959208332
1296,100514.76468366003
1297,85734.88892840127
1298,163438.78230719417
1299,133827.88438402943
1300,153685.8521256633
1301,140273.3710967868
1302,197298.58369698754
1303,140431.85556021586
1304,292121.4943269191
1305,140050.1906817642
1306,93967.12240021274
1307,130801.32482435365
1308,145692.57795347658
1309,151586.8633242497
1310,113920.42931338973
1311,117814.3741093703
1312,152141.49625101162
1313,133806.1123382596
1314,113484.18915968576
1315,138911.41677327093
1316,155333.53492524617
1317,122756.10051551601
1318,123998.05884840938
1319,100730.15847426093
1320,83028.24262182845
1321,97669.50790468171
1322,96255.44306507427
1323,113595.22489716065
1324,121499.48715286511
1325,74913.15524753678
1326,109352.31287381404
1327,76437.54986313211
1328,211684.84299997846
1329,83491.1917872185
1330,123628.60326546563
1331,59857.05488906225
1332,173789.70236419566
1333,135143.69516948186
1334,124993.4643705323
1335,109551.18773366186
1336,187704.6011640526
1337,105277.71996817917
1338,128762.61300938259
1339,70600.2630685375
1340,114593.79675073501
1341,126937.11409728267
1342,137807.4828198358
1343,137407.64220402788
1344,104525.60734505091
1345,105913.76090613197
1346,176188.24064169065
1347,161839.75818192883
1348,121376.97637444646
1349,133488.64296449345
1350,154978.0170638008
1351,148419.63857701197
1352,175275.69431075206
1353,164397.08010144354
1354,94680.79971541614
1355,211960.58287373034
1356,133902.44686993942
1357,120847.34240049342
1358,146110.91966304634
1359,145960.3550043636
1360,140938.6164180882
1361,192818.43657270132
1362,268591.432036287
1363,182420.39472269718
1364,147614.5939073137
1365,130211.44885046329
